"FinanceKey","DateKey","OrganizationKey","DepartmentGroupKey","ScenarioKey","AccountKey","Amount","Date"
"7161","20060101","5","6","1","84","135","2006-01-01 00:00:00"
"7162","20060101","5","6","2","84","100","2006-01-01 00:00:00"
"7163","20060101","5","6","2","85","100","2006-01-01 00:00:00"
"7164","20060101","5","6","1","85","126","2006-01-01 00:00:00"
"7165","20060101","5","6","1","87","630","2006-01-01 00:00:00"
"7166","20060101","5","6","2","87","550","2006-01-01 00:00:00"
"7167","20060101","5","6","1","89","132","2006-01-01 00:00:00"
"7168","20060101","5","6","1","90","203","2006-01-01 00:00:00"
"7169","20060101","5","6","1","91","-162","2006-01-01 00:00:00"
"7170","20060101","5","6","1","92","271","2006-01-01 00:00:00"
"7171","20060101","5","6","1","94","5217","2006-01-01 00:00:00"
"7172","20060101","5","6","1","96","7","2006-01-01 00:00:00"
"7173","20060101","5","6","1","97","91","2006-01-01 00:00:00"
"7174","20060101","5","6","1","99","38500","2006-01-01 00:00:00"
"7175","20060101","5","6","2","101","84800","2006-01-01 00:00:00"
"7176","20060101","5","6","1","101","77085","2006-01-01 00:00:00"
"7177","20060101","5","7","1","4","80042","2006-01-01 00:00:00"
"7178","20060101","5","7","1","6","499746","2006-01-01 00:00:00"
"7179","20060101","5","7","1","7","15208","2006-01-01 00:00:00"
"7180","20060101","5","7","1","8","9994","2006-01-01 00:00:00"
"7181","20060101","5","7","1","13","71963","2006-01-01 00:00:00"
"7182","20060101","5","7","1","14","50974","2006-01-01 00:00:00"
"7183","20060101","5","7","1","15","98949","2006-01-01 00:00:00"
"7184","20060101","5","7","1","18","8232","2006-01-01 00:00:00"
"7185","20060101","5","7","1","19","26232","2006-01-01 00:00:00"
"7186","20060101","5","7","1","20","8314","2006-01-01 00:00:00"
"7187","20060101","5","7","1","21","40919","2006-01-01 00:00:00"
"7188","20060101","5","7","1","22","7062","2006-01-01 00:00:00"
"7189","20060101","5","7","1","23","2886","2006-01-01 00:00:00"
"7190","20060101","5","7","1","24","13888","2006-01-01 00:00:00"
"7191","20060101","5","7","1","28","12670","2006-01-01 00:00:00"
"7192","20060101","5","7","1","29","110940","2006-01-01 00:00:00"
"7193","20060101","5","7","1","31","35657","2006-01-01 00:00:00"
"7194","20060101","5","7","1","32","19443","2006-01-01 00:00:00"
"7195","20060101","5","7","1","33","17422","2006-01-01 00:00:00"
"7196","20060101","5","7","1","34","38480","2006-01-01 00:00:00"
"7197","20060101","5","7","1","35","37684","2006-01-01 00:00:00"
"7198","20060101","5","7","1","37","31140","2006-01-01 00:00:00"
"7199","20060101","5","7","1","38","18411","2006-01-01 00:00:00"
"7200","20060101","5","7","1","39","31811","2006-01-01 00:00:00"
"7201","20060101","5","7","1","40","18490","2006-01-01 00:00:00"
"7202","20060101","5","7","1","43","259528","2006-01-01 00:00:00"
"7203","20060101","5","7","1","46","315767","2006-01-01 00:00:00"
"7204","20060101","5","7","1","100","12147","2006-01-01 00:00:00"
"7205","20060101","6","1","2","60","24800","2006-01-01 00:00:00"
"7206","20060101","6","1","1","60","24336","2006-01-01 00:00:00"
"7207","20060101","6","1","1","61","2190","2006-01-01 00:00:00"
"7208","20060101","6","1","2","61","2100","2006-01-01 00:00:00"
"7209","20060101","6","1","1","62","2190","2006-01-01 00:00:00"
"7210","20060101","6","1","2","62","1900","2006-01-01 00:00:00"
"7211","20060101","6","1","1","65","433","2006-01-01 00:00:00"
"7212","20060101","6","1","2","65","380","2006-01-01 00:00:00"
"7213","20060101","6","1","1","66","394","2006-01-01 00:00:00"
"7214","20060101","6","1","2","66","280","2006-01-01 00:00:00"
"7215","20060101","6","1","2","67","200","2006-01-01 00:00:00"
"7216","20060101","6","1","1","67","199","2006-01-01 00:00:00"
"7217","20060101","6","1","2","68","100","2006-01-01 00:00:00"
"7218","20060101","6","1","1","68","146","2006-01-01 00:00:00"
"7219","20060101","6","1","1","69","43","2006-01-01 00:00:00"
"7220","20060101","6","1","1","71","35","2006-01-01 00:00:00"
"7221","20060101","6","1","2","71","70","2006-01-01 00:00:00"
"7222","20060101","6","1","1","73","266","2006-01-01 00:00:00"
"7223","20060101","6","1","2","73","300","2006-01-01 00:00:00"
"7224","20060101","6","1","2","74","200","2006-01-01 00:00:00"
"7225","20060101","6","1","1","74","157","2006-01-01 00:00:00"
"7226","20060101","6","1","1","76","304","2006-01-01 00:00:00"
"7227","20060101","6","1","2","76","280","2006-01-01 00:00:00"
"7228","20060101","6","1","2","77","480","2006-01-01 00:00:00"
"7229","20060101","6","1","1","77","547","2006-01-01 00:00:00"
"7230","20060101","6","1","1","78","157","2006-01-01 00:00:00"
"7231","20060101","6","1","2","78","200","2006-01-01 00:00:00"
"7232","20060101","6","1","1","80","620","2006-01-01 00:00:00"
"7233","20060101","6","1","2","80","550","2006-01-01 00:00:00"
"7234","20060101","6","1","1","81","384","2006-01-01 00:00:00"
"7235","20060101","6","1","2","81","380","2006-01-01 00:00:00"
"7236","20060101","6","1","1","82","38","2006-01-01 00:00:00"
"7237","20060101","6","1","2","82","40","2006-01-01 00:00:00"
"7238","20060101","6","1","1","83","136","2006-01-01 00:00:00"
"7239","20060101","6","1","2","83","100","2006-01-01 00:00:00"
"7240","20060101","6","1","1","84","118","2006-01-01 00:00:00"
"7241","20060101","6","1","2","84","100","2006-01-01 00:00:00"
"7242","20060101","6","1","2","85","100","2006-01-01 00:00:00"
"7243","20060101","6","1","1","85","109","2006-01-01 00:00:00"
"7244","20060101","6","1","1","87","527","2006-01-01 00:00:00"
"7245","20060101","6","1","2","87","480","2006-01-01 00:00:00"
"7246","20060101","6","1","1","89","177","2006-01-01 00:00:00"
"7247","20060101","6","1","1","90","272","2006-01-01 00:00:00"
"7248","20060101","6","1","1","91","-218","2006-01-01 00:00:00"
"7249","20060101","6","1","1","92","363","2006-01-01 00:00:00"
"7250","20060101","6","1","1","94","87","2006-01-01 00:00:00"
"7251","20060101","6","1","1","96","9","2006-01-01 00:00:00"
"7252","20060101","6","2","1","12","52334","2006-01-01 00:00:00"
"7253","20060101","6","2","1","60","11336","2006-01-01 00:00:00"
"7254","20060101","6","2","2","60","10100","2006-01-01 00:00:00"
"7255","20060101","6","2","2","61","850","2006-01-01 00:00:00"
"7256","20060101","6","2","1","61","1247","2006-01-01 00:00:00"
"7257","20060101","6","2","1","62","1134","2006-01-01 00:00:00"
"7258","20060101","6","2","2","62","750","2006-01-01 00:00:00"
"7259","20060101","6","2","2","65","200","2006-01-01 00:00:00"
"7260","20060101","6","2","1","65","226","2006-01-01 00:00:00"
"7261","20060101","6","2","1","66","205","2006-01-01 00:00:00"
"7262","20060101","6","2","2","66","200","2006-01-01 00:00:00"
"7263","20060101","6","2","2","67","80","2006-01-01 00:00:00"
"7264","20060101","6","2","1","67","101","2006-01-01 00:00:00"
"7265","20060101","6","2","1","68","75","2006-01-01 00:00:00"
"7266","20060101","6","2","2","68","60","2006-01-01 00:00:00"
"7267","20060101","6","2","1","69","23","2006-01-01 00:00:00"
"7268","20060101","6","2","2","71","40","2006-01-01 00:00:00"
"7269","20060101","6","2","1","71","13","2006-01-01 00:00:00"
"7270","20060101","6","2","2","73","120","2006-01-01 00:00:00"
"7271","20060101","6","2","1","73","131","2006-01-01 00:00:00"
"7272","20060101","6","2","2","74","100","2006-01-01 00:00:00"
"7273","20060101","6","2","1","74","166","2006-01-01 00:00:00"
"7274","20060101","6","2","2","76","100","2006-01-01 00:00:00"
"7275","20060101","6","2","1","76","142","2006-01-01 00:00:00"
"7276","20060101","6","2","2","77","200","2006-01-01 00:00:00"
"7277","20060101","6","2","1","77","255","2006-01-01 00:00:00"
"7278","20060101","6","2","1","78","79","2006-01-01 00:00:00"
"7279","20060101","6","2","2","78","80","2006-01-01 00:00:00"
"7280","20060101","6","2","2","80","280","2006-01-01 00:00:00"
"7281","20060101","6","2","1","80","283","2006-01-01 00:00:00"
"7282","20060101","6","2","2","81","200","2006-01-01 00:00:00"
"7283","20060101","6","2","1","81","176","2006-01-01 00:00:00"
"7284","20060101","6","2","1","82","18","2006-01-01 00:00:00"
"7285","20060101","6","2","2","82","20","2006-01-01 00:00:00"
"7286","20060101","6","2","2","83","60","2006-01-01 00:00:00"
"7287","20060101","6","2","1","83","63","2006-01-01 00:00:00"
"7288","20060101","6","2","1","84","56","2006-01-01 00:00:00"
"7289","20060101","6","2","2","84","50","2006-01-01 00:00:00"
"7290","20060101","6","2","2","85","40","2006-01-01 00:00:00"
"7291","20060101","6","2","1","85","51","2006-01-01 00:00:00"
"7292","20060101","6","2","1","87","234","2006-01-01 00:00:00"
"7293","20060101","6","2","2","87","200","2006-01-01 00:00:00"
"7294","20060101","6","2","1","89","84","2006-01-01 00:00:00"
"7295","20060101","6","2","1","90","129","2006-01-01 00:00:00"
"7296","20060101","6","2","1","91","-103","2006-01-01 00:00:00"
"7297","20060101","6","2","1","92","172","2006-01-01 00:00:00"
"7298","20060101","6","2","1","94","39","2006-01-01 00:00:00"
"7299","20060101","6","2","1","96","4","2006-01-01 00:00:00"
"7300","20060101","6","3","1","10","441070","2006-01-01 00:00:00"
"7301","20060101","6","3","1","11","302611","2006-01-01 00:00:00"
"7302","20060101","6","3","1","60","27560","2006-01-01 00:00:00"
"7303","20060101","6","3","2","60","28300","2006-01-01 00:00:00"
"7304","20060101","6","3","2","61","3300","2006-01-01 00:00:00"
"7305","20060101","6","3","1","61","3307","2006-01-01 00:00:00"
"7306","20060101","6","3","2","62","1500","2006-01-01 00:00:00"
"7307","20060101","6","3","1","62","1378","2006-01-01 00:00:00"
"7308","20060101","6","3","2","65","280","2006-01-01 00:00:00"
"7309","20060101","6","3","1","65","267","2006-01-01 00:00:00"
"7310","20060101","6","3","2","66","280","2006-01-01 00:00:00"
"7311","20060101","6","3","1","66","242","2006-01-01 00:00:00"
"7312","20060101","6","3","2","67","100","2006-01-01 00:00:00"
"7313","20060101","6","3","1","67","130","2006-01-01 00:00:00"
"7314","20060101","6","3","2","68","100","2006-01-01 00:00:00"
"7315","20060101","6","3","1","68","98","2006-01-01 00:00:00"
"7316","20060101","6","3","1","69","27","2006-01-01 00:00:00"
"7317","20060101","6","3","1","71","59","2006-01-01 00:00:00"
"7318","20060101","6","3","2","71","80","2006-01-01 00:00:00"
"7319","20060101","6","3","2","73","220","2006-01-01 00:00:00"
"7320","20060101","6","3","1","73","211","2006-01-01 00:00:00"
"7321","20060101","6","3","1","74","107","2006-01-01 00:00:00"
"7322","20060101","6","3","2","74","100","2006-01-01 00:00:00"
"7323","20060101","6","3","1","76","293","2006-01-01 00:00:00"
"7324","20060101","6","3","2","76","280","2006-01-01 00:00:00"
"7325","20060101","6","3","1","77","527","2006-01-01 00:00:00"
"7326","20060101","6","3","2","77","480","2006-01-01 00:00:00"
"7327","20060101","6","3","1","78","168","2006-01-01 00:00:00"
"7328","20060101","6","3","2","78","200","2006-01-01 00:00:00"
"7329","20060101","6","3","2","80","550","2006-01-01 00:00:00"
"7330","20060101","6","3","1","80","648","2006-01-01 00:00:00"
"7331","20060101","6","3","1","81","401","2006-01-01 00:00:00"
"7332","20060101","6","3","2","81","380","2006-01-01 00:00:00"
"7333","20060101","6","3","1","82","40","2006-01-01 00:00:00"
"7334","20060101","6","3","2","82","40","2006-01-01 00:00:00"
"7335","20060101","6","3","2","83","100","2006-01-01 00:00:00"
"7336","20060101","6","3","1","83","138","2006-01-01 00:00:00"
"7337","20060101","6","3","2","84","100","2006-01-01 00:00:00"
"7338","20060101","6","3","1","84","117","2006-01-01 00:00:00"
"7339","20060101","6","3","2","85","100","2006-01-01 00:00:00"
"7340","20060101","6","3","1","85","111","2006-01-01 00:00:00"
"7341","20060101","6","3","1","87","585","2006-01-01 00:00:00"
"7342","20060101","6","3","2","87","550","2006-01-01 00:00:00"
"7343","20060101","6","3","1","89","176","2006-01-01 00:00:00"
"7344","20060101","6","3","1","90","270","2006-01-01 00:00:00"
"7345","20060101","6","3","1","91","-216","2006-01-01 00:00:00"
"7346","20060101","6","3","1","92","360","2006-01-01 00:00:00"
"7347","20060101","6","3","1","94","91","2006-01-01 00:00:00"
"7348","20060101","6","3","1","96","10","2006-01-01 00:00:00"
"7349","20060101","6","4","1","60","17654","2006-01-01 00:00:00"
"7350","20060101","6","4","2","60","15600","2006-01-01 00:00:00"
"7351","20060101","6","4","2","61","1600","2006-01-01 00:00:00"
"7352","20060101","6","4","1","61","1942","2006-01-01 00:00:00"
"7353","20060101","6","4","2","62","1400","2006-01-01 00:00:00"
"7354","20060101","6","4","1","62","1765","2006-01-01 00:00:00"
"7355","20060101","6","4","1","65","410","2006-01-01 00:00:00"
"7356","20060101","6","4","2","65","280","2006-01-01 00:00:00"
"7357","20060101","6","4","2","66","280","2006-01-01 00:00:00"
"7358","20060101","6","4","1","66","372","2006-01-01 00:00:00"
"7359","20060101","6","4","1","67","182","2006-01-01 00:00:00"
"7360","20060101","6","4","2","67","100","2006-01-01 00:00:00"
"7361","20060101","6","4","2","68","100","2006-01-01 00:00:00"
"7362","20060101","6","4","1","68","137","2006-01-01 00:00:00"
"7363","20060101","6","4","1","69","41","2006-01-01 00:00:00"
"7364","20060101","6","4","1","71","23","2006-01-01 00:00:00"
"7365","20060101","6","4","2","71","40","2006-01-01 00:00:00"
"7366","20060101","6","4","1","73","237","2006-01-01 00:00:00"
"7367","20060101","6","4","2","73","220","2006-01-01 00:00:00"
"7368","20060101","6","4","2","74","200","2006-01-01 00:00:00"
"7369","20060101","6","4","1","74","179","2006-01-01 00:00:00"
"7370","20060101","6","4","1","76","250","2006-01-01 00:00:00"
"7371","20060101","6","4","2","76","200","2006-01-01 00:00:00"
"7372","20060101","6","4","1","77","450","2006-01-01 00:00:00"
"7373","20060101","6","4","2","77","380","2006-01-01 00:00:00"
"7374","20060101","6","4","1","78","117","2006-01-01 00:00:00"
"7375","20060101","6","4","2","78","100","2006-01-01 00:00:00"
"7376","20060101","6","4","1","80","444","2006-01-01 00:00:00"
"7377","20060101","6","4","2","80","380","2006-01-01 00:00:00"
"7378","20060101","6","4","2","81","200","2006-01-01 00:00:00"
"7379","20060101","6","4","1","81","275","2006-01-01 00:00:00"
"7380","20060101","6","4","2","82","20","2006-01-01 00:00:00"
"7381","20060101","6","4","1","82","27","2006-01-01 00:00:00"
"7382","20060101","6","4","2","83","80","2006-01-01 00:00:00"
"7383","20060101","6","4","1","83","93","2006-01-01 00:00:00"
"7384","20060101","6","4","1","84","77","2006-01-01 00:00:00"
"7385","20060101","6","4","2","84","70","2006-01-01 00:00:00"
"7386","20060101","6","4","1","85","74","2006-01-01 00:00:00"
"7387","20060101","6","4","2","85","70","2006-01-01 00:00:00"
"7388","20060101","6","4","1","87","410","2006-01-01 00:00:00"
"7389","20060101","6","4","2","87","380","2006-01-01 00:00:00"
"7390","20060101","6","4","1","89","116","2006-01-01 00:00:00"
"7391","20060101","6","4","1","90","178","2006-01-01 00:00:00"
"7392","20060101","6","4","1","91","-142","2006-01-01 00:00:00"
"7393","20060101","6","4","1","92","238","2006-01-01 00:00:00"
"7394","20060101","6","4","1","94","62","2006-01-01 00:00:00"
"7395","20060101","6","4","1","96","7","2006-01-01 00:00:00"
"7396","20060101","6","5","2","60","8700","2006-01-01 00:00:00"
"7397","20060101","6","5","1","60","8580","2006-01-01 00:00:00"
"7398","20060101","6","5","1","61","858","2006-01-01 00:00:00"
"7399","20060101","6","5","2","61","950","2006-01-01 00:00:00"
"7400","20060101","6","5","1","62","601","2006-01-01 00:00:00"
"7401","20060101","6","5","2","62","650","2006-01-01 00:00:00"
"7402","20060101","6","5","1","65","125","2006-01-01 00:00:00"
"7403","20060101","6","5","2","65","100","2006-01-01 00:00:00"
"7404","20060101","6","5","2","66","100","2006-01-01 00:00:00"
"7405","20060101","6","5","1","66","113","2006-01-01 00:00:00"
"7406","20060101","6","5","1","67","59","2006-01-01 00:00:00"
"7407","20060101","6","5","2","67","70","2006-01-01 00:00:00"
"7408","20060101","6","5","1","68","43","2006-01-01 00:00:00"
"7409","20060101","6","5","2","68","50","2006-01-01 00:00:00"
"7410","20060101","6","5","1","69","13","2006-01-01 00:00:00"
"7411","20060101","6","5","1","71","12","2006-01-01 00:00:00"
"7412","20060101","6","5","2","71","40","2006-01-01 00:00:00"
"7413","20060101","6","5","1","73","81","2006-01-01 00:00:00"
"7414","20060101","6","5","2","73","120","2006-01-01 00:00:00"
"7415","20060101","6","5","1","74","127","2006-01-01 00:00:00"
"7416","20060101","6","5","2","74","100","2006-01-01 00:00:00"
"7417","20060101","6","5","1","76","98","2006-01-01 00:00:00"
"7418","20060101","6","5","2","76","100","2006-01-01 00:00:00"
"7419","20060101","6","5","1","77","176","2006-01-01 00:00:00"
"7420","20060101","6","5","2","77","200","2006-01-01 00:00:00"
"7421","20060101","6","5","1","78","51","2006-01-01 00:00:00"
"7422","20060101","6","5","2","78","60","2006-01-01 00:00:00"
"7423","20060101","6","5","2","80","200","2006-01-01 00:00:00"
"7424","20060101","6","5","1","80","188","2006-01-01 00:00:00"
"7425","20060101","6","5","1","81","116","2006-01-01 00:00:00"
"7426","20060101","6","5","2","81","200","2006-01-01 00:00:00"
"7427","20060101","6","5","2","82","10","2006-01-01 00:00:00"
"7428","20060101","6","5","1","82","11","2006-01-01 00:00:00"
"7429","20060101","6","5","2","83","50","2006-01-01 00:00:00"
"7430","20060101","6","5","1","83","39","2006-01-01 00:00:00"
"7431","20060101","6","5","1","84","33","2006-01-01 00:00:00"
"7432","20060101","6","5","2","84","40","2006-01-01 00:00:00"
"7433","20060101","6","5","1","85","31","2006-01-01 00:00:00"
"7434","20060101","6","5","2","85","40","2006-01-01 00:00:00"
"7435","20060101","6","5","2","87","200","2006-01-01 00:00:00"
"7436","20060101","6","5","1","87","176","2006-01-01 00:00:00"
"7437","20060101","6","5","1","89","49","2006-01-01 00:00:00"
"7438","20060101","6","5","1","90","75","2006-01-01 00:00:00"
"7439","20060101","6","5","1","91","-60","2006-01-01 00:00:00"
"7440","20060101","6","5","1","92","100","2006-01-01 00:00:00"
"7441","20060101","6","5","1","94","26","2006-01-01 00:00:00"
"7442","20060101","6","5","1","96","3","2006-01-01 00:00:00"
"7443","20060101","6","6","1","52","11817","2006-01-01 00:00:00"
"7444","20060101","6","6","2","52","10600","2006-01-01 00:00:00"
"7445","20060101","6","6","2","53","7800","2006-01-01 00:00:00"
"7446","20060101","6","6","1","53","6752","2006-01-01 00:00:00"
"7447","20060101","6","6","1","56","48060","2006-01-01 00:00:00"
"7448","20060101","6","6","2","56","41300","2006-01-01 00:00:00"
"7449","20060101","6","6","2","57","2400","2006-01-01 00:00:00"
"7450","20060101","6","6","1","57","2813","2006-01-01 00:00:00"
"7451","20060101","6","6","1","60","15132","2006-01-01 00:00:00"
"7452","20060101","6","6","2","60","18100","2006-01-01 00:00:00"
"7453","20060101","6","6","1","61","1210","2006-01-01 00:00:00"
"7454","20060101","6","6","2","61","1300","2006-01-01 00:00:00"
"7455","20060101","6","6","2","62","1100","2006-01-01 00:00:00"
"7456","20060101","6","6","1","62","1059","2006-01-01 00:00:00"
"7457","20060101","6","6","1","63","4389","2006-01-01 00:00:00"
"7458","20060101","6","6","2","63","6500","2006-01-01 00:00:00"
"7459","20060101","6","6","2","65","280","2006-01-01 00:00:00"
"7460","20060101","6","6","1","65","234","2006-01-01 00:00:00"
"7461","20060101","6","6","1","66","213","2006-01-01 00:00:00"
"7462","20060101","6","6","2","66","280","2006-01-01 00:00:00"
"7463","20060101","6","6","2","67","100","2006-01-01 00:00:00"
"7464","20060101","6","6","1","67","109","2006-01-01 00:00:00"
"7465","20060101","6","6","2","68","100","2006-01-01 00:00:00"
"7466","20060101","6","6","1","68","82","2006-01-01 00:00:00"
"7467","20060101","6","6","1","69","23","2006-01-01 00:00:00"
"7468","20060101","6","6","1","71","35","2006-01-01 00:00:00"
"7469","20060101","6","6","2","71","50","2006-01-01 00:00:00"
"7470","20060101","6","6","1","72","219","2006-01-01 00:00:00"
"7471","20060101","6","6","2","72","380","2006-01-01 00:00:00"
"7472","20060101","6","6","1","73","157","2006-01-01 00:00:00"
"7473","20060101","6","6","2","73","220","2006-01-01 00:00:00"
"7474","20060101","6","6","2","74","100","2006-01-01 00:00:00"
"7475","20060101","6","6","1","74","129","2006-01-01 00:00:00"
"7476","20060101","6","6","2","76","1500","2006-01-01 00:00:00"
"7477","20060101","6","6","1","76","1051","2006-01-01 00:00:00"
"7478","20060101","6","6","2","77","380","2006-01-01 00:00:00"
"7479","20060101","6","6","1","77","344","2006-01-01 00:00:00"
"7480","20060101","6","6","1","78","105","2006-01-01 00:00:00"
"7481","20060101","6","6","2","78","100","2006-01-01 00:00:00"
"7482","20060101","6","6","2","80","480","2006-01-01 00:00:00"
"7483","20060101","6","6","1","80","397","2006-01-01 00:00:00"
"7484","20060101","6","6","1","81","246","2006-01-01 00:00:00"
"7485","20060101","6","6","2","81","280","2006-01-01 00:00:00"
"7486","20060101","6","6","2","82","30","2006-01-01 00:00:00"
"7487","20060101","6","6","1","82","25","2006-01-01 00:00:00"
"7488","20060101","6","6","1","83","86","2006-01-01 00:00:00"
"7489","20060101","6","6","2","83","100","2006-01-01 00:00:00"
"7490","20060101","6","6","1","84","73","2006-01-01 00:00:00"
"7491","20060101","6","6","2","84","80","2006-01-01 00:00:00"
"7492","20060101","6","6","1","85","68","2006-01-01 00:00:00"
"7493","20060101","6","6","2","85","80","2006-01-01 00:00:00"
"7494","20060101","6","6","2","87","380","2006-01-01 00:00:00"
"7495","20060101","6","6","1","87","351","2006-01-01 00:00:00"
"7496","20060101","6","6","1","89","110","2006-01-01 00:00:00"
"7497","20060101","6","6","1","90","169","2006-01-01 00:00:00"
"7498","20060101","6","6","1","91","-135","2006-01-01 00:00:00"
"7499","20060101","6","6","1","92","225","2006-01-01 00:00:00"
"7500","20060101","6","6","1","94","4948","2006-01-01 00:00:00"
"7501","20060101","6","6","1","96","6","2006-01-01 00:00:00"
"7502","20060101","6","6","1","97","131","2006-01-01 00:00:00"
"7503","20060101","6","6","1","99","47500","2006-01-01 00:00:00"
"7504","20060101","6","6","2","101","151900","2006-01-01 00:00:00"
"7505","20060101","6","6","1","101","168821","2006-01-01 00:00:00"
"7506","20060101","6","7","1","4","217286","2006-01-01 00:00:00"
"7507","20060101","6","7","1","6","579787","2006-01-01 00:00:00"
"7508","20060101","6","7","1","7","15333","2006-01-01 00:00:00"
"7509","20060101","6","7","1","8","11595","2006-01-01 00:00:00"
"7510","20060101","6","7","1","13","79141","2006-01-01 00:00:00"
"7511","20060101","6","7","1","14","63776","2006-01-01 00:00:00"
"7512","20060101","6","7","1","15","105521","2006-01-01 00:00:00"
"7513","20060101","6","7","1","18","9604","2006-01-01 00:00:00"
"7514","20060101","6","7","1","19","30604","2006-01-01 00:00:00"
"7515","20060101","6","7","1","20","10084","2006-01-01 00:00:00"
"7516","20060101","6","7","1","21","97101","2006-01-01 00:00:00"
"7517","20060101","6","7","1","22","8239","2006-01-01 00:00:00"
"7518","20060101","6","7","1","23","3402","2006-01-01 00:00:00"
"7519","20060101","6","7","1","24","18991","2006-01-01 00:00:00"
"7520","20060101","6","7","1","28","14934","2006-01-01 00:00:00"
"7521","20060101","6","7","1","29","126762","2006-01-01 00:00:00"
"7522","20060101","6","7","1","31","87644","2006-01-01 00:00:00"
"7523","20060101","6","7","1","32","23573","2006-01-01 00:00:00"
"7524","20060101","6","7","1","33","17156","2006-01-01 00:00:00"
"7525","20060101","6","7","1","34","43020","2006-01-01 00:00:00"
"7526","20060101","6","7","1","35","36770","2006-01-01 00:00:00"
"7527","20060101","6","7","1","37","38848","2006-01-01 00:00:00"
"7528","20060101","6","7","1","38","25020","2006-01-01 00:00:00"
"7529","20060101","6","7","1","39","102252","2006-01-01 00:00:00"
"7530","20060101","6","7","1","40","21794","2006-01-01 00:00:00"
"7531","20060101","6","7","1","43","1212750","2006-01-01 00:00:00"
"7532","20060101","6","7","1","46","281632","2006-01-01 00:00:00"
"7533","20060101","6","7","1","100","14324","2006-01-01 00:00:00"
"7534","20060101","7","1","1","60","38000","2006-01-01 00:00:00"
"7535","20060101","7","1","2","60","39100","2006-01-01 00:00:00"
"7536","20060101","7","1","2","61","3700","2006-01-01 00:00:00"
"7537","20060101","7","1","1","61","3800","2006-01-01 00:00:00"
"7538","20060101","7","1","1","62","3420","2006-01-01 00:00:00"
"7539","20060101","7","1","2","62","2800","2006-01-01 00:00:00"
"7540","20060101","7","1","1","65","820","2006-01-01 00:00:00"
"7541","20060101","7","1","2","65","650","2006-01-01 00:00:00"
"7542","20060101","7","1","1","66","746","2006-01-01 00:00:00"
"7543","20060101","7","1","2","66","550","2006-01-01 00:00:00"
"7544","20060101","7","1","2","67","280","2006-01-01 00:00:00"
"7545","20060101","7","1","1","67","370","2006-01-01 00:00:00"
"7546","20060101","7","1","1","68","280","2006-01-01 00:00:00"
"7547","20060101","7","1","2","68","200","2006-01-01 00:00:00"
"7548","20060101","7","1","1","69","82","2006-01-01 00:00:00"
"7549","20060101","7","1","1","71","50","2006-01-01 00:00:00"
"7550","20060101","7","1","2","71","90","2006-01-01 00:00:00"
"7551","20060101","7","1","2","73","400","2006-01-01 00:00:00"
"7552","20060101","7","1","1","73","494","2006-01-01 00:00:00"
"7553","20060101","7","1","2","74","200","2006-01-01 00:00:00"
"7554","20060101","7","1","1","74","266","2006-01-01 00:00:00"
"7555","20060101","7","1","2","76","480","2006-01-01 00:00:00"
"7556","20060101","7","1","1","76","535","2006-01-01 00:00:00"
"7557","20060101","7","1","2","77","850","2006-01-01 00:00:00"
"7558","20060101","7","1","1","77","963","2006-01-01 00:00:00"
"7559","20060101","7","1","1","78","280","2006-01-01 00:00:00"
"7560","20060101","7","1","2","78","280","2006-01-01 00:00:00"
"7561","20060101","7","1","2","80","950","2006-01-01 00:00:00"
"7562","20060101","7","1","1","80","1155","2006-01-01 00:00:00"
"7563","20060101","7","1","1","81","715","2006-01-01 00:00:00"
"7564","20060101","7","1","2","81","650","2006-01-01 00:00:00"
"7565","20060101","7","1","1","82","75","2006-01-01 00:00:00"
"7566","20060101","7","1","2","82","60","2006-01-01 00:00:00"
"7567","20060101","7","1","1","83","264","2006-01-01 00:00:00"
"7568","20060101","7","1","2","83","200","2006-01-01 00:00:00"
"7569","20060101","7","1","1","84","240","2006-01-01 00:00:00"
"7570","20060101","7","1","2","84","200","2006-01-01 00:00:00"
"7571","20060101","7","1","1","85","211","2006-01-01 00:00:00"
"7572","20060101","7","1","2","85","200","2006-01-01 00:00:00"
"7573","20060101","7","1","2","87","850","2006-01-01 00:00:00"
"7574","20060101","7","1","1","87","900","2006-01-01 00:00:00"
"7575","20060101","7","1","1","89","234","2006-01-01 00:00:00"
"7576","20060101","7","1","1","90","360","2006-01-01 00:00:00"
"7577","20060101","7","1","1","91","-288","2006-01-01 00:00:00"
"7578","20060101","7","1","1","92","480","2006-01-01 00:00:00"
"7579","20060101","7","1","1","94","368","2006-01-01 00:00:00"
"7580","20060101","7","1","1","96","10","2006-01-01 00:00:00"
"7581","20060101","7","2","1","12","37148","2006-01-01 00:00:00"
"7582","20060101","7","6","1","52","3095","2006-01-01 00:00:00"
"7583","20060101","7","6","2","52","3100","2006-01-01 00:00:00"
"7584","20060101","7","6","2","53","-1400","2006-01-01 00:00:00"
"7585","20060101","7","6","1","53","-1031","2006-01-01 00:00:00"
"7586","20060101","7","6","1","56","44879","2006-01-01 00:00:00"
"7587","20060101","7","6","2","56","71800","2006-01-01 00:00:00"
"7588","20060101","7","6","2","57","1500","2006-01-01 00:00:00"
"7589","20060101","7","6","1","57","1719","2006-01-01 00:00:00"
"7590","20060101","7","6","2","60","27200","2006-01-01 00:00:00"
"7591","20060101","7","6","1","60","32640","2006-01-01 00:00:00"
